video_id,recipe_id,high_level_activity_label,start_time_seconds,end_time_seconds
P08-20240617-184909,R07,Check fishcakes in oven,1033.0,1041.0
P08-20240617-184909,R07,Stir vegetables in pan,1041.0,1077.0
P08-20240617-184909,R07,Wait for food to cook,1077.0,1104.0
P08-20240617-184909,R07,Add broccoli and green beans to pan and stir,1104.0,1141.0
P08-20240617-184909,,Clean up,1141.0,1150.0
P08-20240617-184909,R07,Season vegetables in pan,1150.0,1214.0
P08-20240617-184909,R07,Record ingredients on phone,1214.0,1238.0
P08-20240617-184909,R07,Stir vegetables in pan,1238.0,1251.0
P08-20240617-184909,,Wash dishes,1251.0,1358.0
P08-20240617-184909,R07,Stir vegetables in pan,1358.0,1379.0
P08-20240617-184909,,Clean up,1379.0,1435.0
P08-20240617-184909,R07,Check fishcakes in oven,1435.0,1443.0
P08-20240617-184909,R07,Stir vegetables in pan,1443.0,1457.0
P08-20240617-184909,,Clean up,1457.0,1512.0
P08-20240617-184909,R07,Stir vegetables in pan,1512.0,1529.0
P08-20240617-184909,,Clean up,1529.0,1543.0
P08-20240617-184909,R07,Serve food,1543.0,1574.0
P08-20240617-184909,,Clean spoon,1574.0,1585.0
P08-20240617-184909,R07,Stir vegetables in pan,1585.0,1596.0
P08-20240617-184909,,Clean pot in kitchen sink,1596.0,1653.0
P08-20240617-184909,R07,Check fishcakes in oven and place back in oven,1653.0,1683.0
P08-20240617-184909,R07,Serve vegetables on plate,1683.0,1731.0
P08-20240617-184909,,Clean pan,1731.0,1818.0
P08-20240617-184909,R07,Remove fishcakes from oven and serve,1818.0,end
P08-20240618-163547,R08,Prepare ingredients and cooking materials,0.0,160.0
P08-20240618-163547,R08,"Measure, peel and chop red and yellow onions",160.0,418.0
P08-20240618-163547,R08,"Grab, scan, measure, peel and slice garlic",418.0,617.0
P08-20240618-163547,R08,Slice and add cherry tomatoes,617.0,653.0
P08-20240618-163547,R08,Record cherry tomatoes in phone,653.0,688.0
P08-20240618-163547,R08,"Clean, measure, slice and add celery to bowl",688.0,775.0
P08-20240618-163547,R08,"prepare, measure and add carrot to bowl",775.0,964.0
P08-20240618-163547,R08,"slice, measure and add green pepper to bowl",964.0,1112.0
P08-20240618-163547,R08,Put vegetables back in fridge,1112.0,1136.0
P08-20240618-163547,R08,"Wash, measure, slice and add mushrooms to bowl",1136.0,1366.0
P08-20240618-163547,,Clean up kitchen counter,1366.0,1385.0
P08-20240618-163547,R08,Preheat pan with olive oil,1385.0,1468.0
P08-20240618-163547,R08,Add and stir vegetables in the pan,1468.0,1511.0
P08-20240618-163547,R08,"Chop and add chilli pepper, and record on phone",1511.0,1536.0
P08-20240618-163547,,Clean kitchen counter,1536.0,1545.0
P08-20240618-163547,R08,Put food in fridge,1545.0,1568.0
P08-20240618-163547,,Wash dishes and throw out food scraps,1568.0,1647.0
P08-20240618-163547,,Clean kitchen counter,1647.0,1660.0
P08-20240618-163547,R08,Stir vegetables in pan,1660.0,1688.0
P08-20240618-163547,,Wash dishes,1688.0,1715.0
P08-20240618-163547,R08,Stir vegetables in pan,1715.0,1746.0
P08-20240618-163547,R08,Use phone to record measurements of beef,1746.0,1795.0
P08-20240618-163547,R08,Stir vegetables in pan and wait for it to cook,1795.0,1837.0
P08-20240618-163547,R08,Use phone to record measurements of tomato sauce,1837.0,1897.0
P08-20240618-163547,R08,Stir vegetables in pan,1897.0,1920.0
P08-20240618-163547,R08,Check phone,1920.0,1938.0
P08-20240618-163547,R08,Stir vegetables in pan and wait for it to cook,1938.0,end
P08-20240618-171546,R08,Stir vegetables in pan,0.0,17.0
P08-20240618-171546,R08,Add beef into pan and stir with vegetables,17.0,87.0
P08-20240618-171546,,Throw out trash,87.0,93.0
P08-20240618-171546,R08,"Stir beef into vegetables in pa, season and wait to cook",93.0,234.0
P08-20240618-171546,R08,Put ingredients away,234.0,242.0
P08-20240618-171546,R08,Stir beef into vegetables in pan and season beef,242.0,311.0
P08-20240618-171546,,Clean up,311.0,325.0
P08-20240618-171546,R08,Open can of tomatoes,325.0,363.0
P08-20240618-171546,R08,Stir beef into vegetables in pan and wait for it to cook,363.0,458.0
P08-20240618-171546,R08,"Add vegetables to pan and mix, then cover with second pan",458.0,526.0
P08-20240618-171546,,Wash dishes,526.0,573.0
P08-20240618-171546,,Clean up kitchen counter,573.0,587.0
P08-20240618-171546,R08,Stir food in pan,587.0,614.0
P08-20240618-171546,,Clean up kitchen counter and floor,614.0,644.0
P08-20240618-171546,R08,Stir food in pan,644.0,664.0
P08-20240618-171546,R08,Season food in pan and cover,664.0,757.0
P08-20240618-171546,,Put seasoning away,757.0,767.0
P08-20240618-171546,,Clean spoon in sink,767.0,774.0
P08-20240618-171546,R08,Record seasoning on phone,774.0,845.0
P08-20240618-171546,R08,"Stir food in pan, pour tomato sauce into pan and stir",845.0,858.0
P08-20240618-171546,,Wipe jar to clean,906.0,915.0
P08-20240618-171546,R08,"Stir sauce into food in pan, then cover",915.0,955.0
P08-20240618-171546,,Clean can and throw away,955.0,973.0
P08-20240618-171546,R08,Put jar in fridge,973.0,987.0
P08-20240618-171546,,Wash dishes and clean counter,987.0,1055.0
P08-20240618-171546,R08,Stir food in pan,1055.0,1077.0
P08-20240618-171546,,Clean up kitchen counter,1077.0,1091.0
P08-20240618-171546,R08,Prepare spaghetti and bowl,1091.0,1159.0
P08-20240618-171546,,Throw out spaghetti plastic bag,1159.0,1167.0
P08-20240618-171546,R08,Stir food in pan and cover,1167.0,end
P08-20240622-141902,R09,Gather and prepare ingredients and cooking materials,0.0,60.0
P08-20240622-141902,R09,"Weigh, wash, chop and add cucumber to bowl, then mix",60.0,336.0
P08-20240622-141902,R09,"Peel, chop, record and add garlic and mix",336.0,504.0
P08-20240622-141902,,Clean up kitchen counter,504.0,526.0
P08-20240622-141902,R09,Gather sauces,526.0,554.0
P08-20240622-141902,R09,"Mix ingredients in bowl. Measure and add soy sauce, sesame oil, white vinegar and crispy chili oil, mixing while adding",554.0,767.0
P08-20240622-141902,R09,"Chop, grate, record and add ginger to bowl. Continue to mix ingredients",806.0,946.0
P08-20240622-141902,R09,Put chili oil into separate container and return back to fridge,946.0,961.0
P08-20240622-141902,,Clean up kitchen counter and tidy up,961.0,1003.0
P08-20240622-141902,,Wash dishes,1003.0,1089.0
P08-20240622-141902,,Wipe down kitchen counter with paper towel. Fold tea towel and hang,1089.0,end
