video_id,recipe_id,high_level_activity_label,start_time,end_time
P03-20240217-210958,,Load and start the dishwasher,0.0,463.0
P03-20240217-210958,,"Scrape and clean pizza oven, put away the pizza oven",463.0,670.0
P03-20240217-210958,,Wipe surfaces,670.0,1051.0
P03-20240217-210958,,"Clear the table, put stuff away",1051.0,1123.0
P03-20240217-210958,,Wipe cupboards and sink,1123.0,end
P03-20240218-094452,,Charge hoover,0.0,30.0
P03-20240218-094452,,Get buns out of freezer,30.0,68.0
P03-20240218-094452,,Get toaster,68.0,77.0
P03-20240218-094452,,"Steam buns, put buns back in the freezer",77.0,123.0
P03-20240218-094452,,Unload dishwasher,123.0,460.0
P03-20240218-094452,R03,Prepare coffee,460.0,530.0
P03-20240218-094452,,"Put coffee beans bag away, rinse spoon",530.0,555.0
P03-20240218-094452,R03,Continue preparing coffee,555.0,578.0
P03-20240218-094452,,"Get Spanish tortilla leftovers from the fridge, tidy up",578.0,615.0
P03-20240218-094452,R03,Pour ground coffee into V60 coffee filter,615.0,630.0
P03-20240218-094452,,"Wipe counter top, rinse hands",630.0,673.0
P03-20240218-094452,R03,Turn off kettle and stack V60 filter on jug,673.0,682.0
P03-20240218-094452,,Prep for toasting bread,682.0,710.0
P03-20240218-094452,R03,Pour water into V60 coffee filter to brew coffee,710.0,722.0
P03-20240218-094452,,Set the table,722.0,744.0
P03-20240218-094452,R03,Continue pouring water into V60 coffee filter to brew coffee,744.0,756.0
P03-20240218-094452,,Get peanut butter,756.0,771.0
P03-20240218-094452,R03,Continue pouring water into V60 coffee filter to brew coffee,771.0,781.0
P03-20240218-094452,,Move things,781.0,795.0
P03-20240218-094452,R03,Continue pouring water into V60 coffee filter to brew coffee,795.0,806.0
P03-20240218-094452,,Turn on toaster and start toasting bread,806.0,809.0
P03-20240218-094452,R03,Continue pouring water into V60 coffee filter to brew coffee,809.0,895.0
P03-20240218-094452,,Put Spanish tortilla slice in the microwave oven,895.0,904.0
P03-20240218-094452,,Put V60 coffee filter away and serve coffee,904.0,941.0
P03-20240218-094452,,"Turn on microwave oven to heat Spanish omelette, set the table",941.0,1006.0
P03-20240218-094452,,Serve food,1006.0,end
P03-20240218-101509,,Clear the table and load the dishwasher,0.0,98.0
P03-20240218-101509,,Put steamed buns in a food container,98.0,125.0
P03-20240218-101509,,Clear and clean,125.0,end
P03-20240218-140054,,Put stuff away,0.0,7.0
P03-20240218-140054,,Hoover the floor,7.0,153.0
P03-20240218-140054,R10,Prepare dumplings,153.0,230.0
P03-20240218-140054,,Load dishwasher and put stuff away,230.0,317.0
P03-20240218-140054,,"Set the table, put stuff away",317.0,414.0
P03-20240218-140054,R10,Prepare dumplings sauce,414.0,566.0
P03-20240218-140054,,Clear and wash hands,566.0,645.0
P03-20240218-140054,R10,Transfer dumplings to the saucepan,645.0,670.0
P03-20240218-140054,,Clean and clear and set table,670.0,910.0
P03-20240218-140054,,Wash grapes and continue setting table,910.0,1003.0
P03-20240218-140054,R10,Drain dumplings,1003.0,1072.0
P03-20240218-140054,,"Put stuff away, serve food",1072.0,end
P03-20240218-144430,,Clear the table and load the dishwasher,0.0,140.0
P03-20240218-144430,,Recycle plastic pots,140.0,166.0
P03-20240218-144430,,"Clear the table and put stuff away, load dishwasher",166.0,322.0
P03-20240218-144430,,Clean surfaces,322.0,445.0
P03-20240218-144430,R03,Fill kettle and boil water for coffee,445.0,456.0
P03-20240218-144430,,Continue wiping surfaces,456.0,532.0
P03-20240218-144430,R03,Pour beans in coffee grinder and start grinder,532.0,562.0
P03-20240218-144430,,Put coffee beans bag away and throw rubbish,562.0,608.0
P03-20240218-144430,R03,Prepare coffee,608.0,649.0
P03-20240218-144430,,Wipe counter top,649.0,663.0
P03-20240218-144430,R03,Pour water into V60 coffee filter to brew coffee,663.0,673.0
P03-20240218-144430,,Continue wiping counter top,673.0,692.0
P03-20240218-144430,R03,Continue pouring water into V60 coffee filter to brew coffee,692.0,706.0
P03-20240218-144430,,Clear the table and put stuff away,706.0,724.0
P03-20240218-144430,R03,Pour water into V60 coffee filter to brew coffee,724.0,740.0
P03-20240218-144430,,Wipe place mats,740.0,752.0
P03-20240218-144430,R03,Continue pouring water into V60 coffee filter to brew coffee,752.0,772.0
P03-20240218-144430,,"Put place mats away, turn off hob lights",772.0,787.0
P03-20240218-144430,R03,Continue pouring water into V60 coffee filter to brew coffee,787.0,802.0
P03-20240218-144430,,Get coffee cups,802.0,820.0
P03-20240218-144430,R03,Continue pouring water into V60 coffee filter to brew coffee,820.0,835.0
P03-20240218-144430,,Put stuff away and serve coffee,835.0,end
P03-20240218-190556,R02,"Get recipe card, potatoes, mushrooms, bowl, scale, chopping board",0.0,82.0
P03-20240218-190556,R02,Weigh potatoes,82.0,121.0
P03-20240218-190556,,Put stuff away and load dishwasher,121.0,152.0
P03-20240218-190556,R02,"Prepare potatoes, plant-based burger and mushrooms",152.0,720.0
P03-20240218-190556,,"Put mushrooms in the fridge, dispose of mushroom packaging",762.0,797.0
P03-20240218-190556,R02,Cook potatoes and mushrooms,797.0,1182.0
P03-20240218-190556,,"Dispose of peels and coffee grounds, wash V60 coffee filter and put scale away",1182.0,1268.0
P03-20240218-190556,,Continue cooking Beef Stroganoff,1268.0,1737.0
P03-20240218-190556,,Wash and dry plate,1737.0,1765.0
P03-20240218-190556,R02,Continue cooking Beef Stroganoff,1765.0,2418.0
P03-20240218-190556,,"Wash plastic pots, dry hands, get plate",2418.0,2490.0
P03-20240218-190556,R02,Continue cooking Beef Stroganoff,2490.0,2609.0
P03-20240218-190556,,Wash plastic pot and dispose of pots,2609.0,2623.0
P03-20240218-190556,R02,Continue cooking Beef Stroganoff,2623.0,2843.0
P03-20240218-190556,,"Tidy up, dispose of packaging, set the table",2843.0,2886.0
P03-20240218-190556,R02,Stir Beef Stroganoff,2886.0,2899.0
P03-20240218-190556,,Load the dishwasher,2899.0,3067.0
P03-20240218-190556,R02,Stir Beef Stroganoff,3067.0,3080.0
P03-20240218-190556,,"Read recipe, load dishwasher, wash rice cooker bowl",3080.0,3133.0
P03-20240218-190556,,Serve food and set the table,3133.0,3174.0
P03-20240218-190556,,Rinse coffee jug,3174.0,3187.0
P03-20240218-190556,,Serve food,3187.0,end
P03-20240218-202148,,Clear the table and put stuff away,0.0,43.0
P03-20240218-202148,,Transfer leftovers to food container,43.0,117.0
P03-20240218-202148,,"Clear the table, load and start the dishwasher",117.0,471.0
P03-20240218-202148,,Clean and put stuff away,471.0,end
