video_id,recipe_id,high_level_activity_label,start_time,end_time
P02-20240211-120927,R06,Continue preparing Raspberry and Lemon Curd,1625.0,1969.0
P02-20240211-120927,R06,Removing items from oven and take off trays,1969.0,2081.0
P02-20240211-120927,R06,Filling Tarts,2081.0,2441.0
P02-20240211-120927,,Fill Jam Jars,2441.0,2928.0
P02-20240211-120927,R08,Cut and butter baguette slices,2928.0,3042.0
P02-20240211-120927,R08,Cut and add cheese,3042.0,3078.0
P02-20240211-120927,R08,Add second slice of bread,3078.0,3081.0
P02-20240211-120927,,Put away food items,3081.0,end
P02-20240211-141313,,Dry up washing up,0.0,189.0
P02-20240211-141313,R07,Transfer to container,189.0,272.0
P02-20240211-141313,,Fill container with tarts,272.0,454.0
P02-20240211-141313,,Mixing raspberry with yoghurt and washing up,454.0,695.0
P02-20240211-141313,R10,Packing away yoghurt,695.0,722.0
P02-20240211-141313,,Washing Up,722.0,end
P02-20240211-175138,R10,Taking items out of fridge and cupboards and setting these on counter,0.0,131.0
P02-20240211-175138,R10,Preheat oven and prepare mushrooms,131.0,405.0
P02-20240211-175138,R10,Mix spices and pour over mushrooms,405.0,684.0
P02-20240211-175138,R10,Preheat oven and prepare mushrooms,684.0,825.0
P02-20240211-175138,R10,Mix spices and pour over mushrooms,825.0,870.0
P02-20240211-175138,R10,Cover mushrooms with baking tray,870.0,923.0
P02-20240211-175138,R10,Dice Tomatoes and Onion,923.0,1550.0
P02-20240211-175138,R10,Make and Drizzle sugar syrup,1550.0,end
P02-20240211-182630,R10,Continue making and drizzling sugar syrup,0.0,135.0
P02-20240211-182630,,Waiting for recipe and washing up,135.0,306.0
P02-20240211-182630,R11,Bring sweetcorn,306.0,330.0
P02-20240211-182630,R11,Fill pot with Sweetcorn,330.0,340.0
P02-20240211-182630,R11,Fill pot with water,340.0,349.0
P02-20240211-182630,,Put sweetcorn away,349.0,378.0
P02-20240211-182630,R11,Boil sweetcorn,378.0,381.0
P02-20240211-182630,,Wash Up,381.0,421.0
P02-20240211-182630,R10,Prepare ingredients,421.0,443.0
P02-20240211-182630,R10,Uncover mushrooms,443.0,494.0
P02-20240211-182630,R10,Prepare ingredients,494.0,699.0
P02-20240211-182630,,Wait and Dry Up,699.0,909.0
P02-20240211-182630,R10,Heat Kebab Wrap,910.0,920.0
P02-20240211-182630,,Wait and Dry Up,920.0,1011.0
P02-20240211-182630,R10,Heat Kebab Wrap,1011.0,1024.0
P02-20240211-182630,,Wait for recipe,1024.0,1051.0
P02-20240211-182630,R11,Drain Sweetcorn,1051.0,1079.0
P02-20240211-182630,R10,Construct Kebab,1079.0,1376.0
P02-20240211-182630,R11,Serve Sweetcorn,1376.0,1395.0
P02-20240211-182630,R10,Construct Kebab,1395.0,end
